dish_name,ingredient_name
Mixed Vegetable Curry Roll Recipe,"tomato,salt,corianderleaves,dog bread,cloves garlic,water,red chilli powder,onion,curry powder,lemon,green bell pepper,britannia cheese block,green chillies,butter,mixed vegetables (french beans,sunflower oil"
Cheese Crackers Recipe,"salt,paprika powder,water,cheddar cheese,flour,butter"
Mango Jalapeno Bruschetta Recipe,"salt,hung curd,mango,baguette,jalapenos,garlic,lemon,mint leaves"
Kallu Knockout Recipe (Sprouted Horse Gram Wright Recipe),"tomato,mustard seeds,asafoetida,horse gram dalsprouted,red chilli powder,curd,curry leaves,onion,cucumber,green chillies"
Homemade Pan Pizza With Perfectly Crispy Crust Recipe,"tomato,salt,wheat flour,mozzarella cheese topping,green bell peppers,pizza pasta sauce,virgin olive oil,dry yeast,water,sugar,onion,soojidust the pan"
Horsegram Sesame Chutney Recipe,"salt,arhar dal,sunflower oil,chana dal,coconut,mustard seeds,cloves garlic,pearl onion,white urad dal,corianderseeds,curry leaves,methi seeds,red chilli,horse gram dal,sesame seeds,tamarind lemon"
Kerala Style Rich Creamy Egg Cashew Curry Recipe,"cashew nuts,tomato,salt,ginger,corianderleaves,fennel seeds,potato,red chilli powder,curry leaves,onion,garlic,coriander powder,eggs,turmeric powder,garam masala powder,sunflower oil"
Egg Bhurji Stuffed Pita Pockets Recipe,"tomato,pav bhaji masala,salt,ginger,sunflower oil,wheat pita bread wheat pita bread,lemon lime,ghee,cumene seeds,cloves garlic,corianderleaves coriander leaves,chaat masala powder,onion,eggs,turmeric powder,green chillies,red chilli paste,green capsicum"
Yellow Cucumber Pachadi Recipe,"salt,mustard seeds,asafoetida,dry red chillies,methi seeds,turmeric powder,tamarind,mangalorean cucumber,masoor dal,sunflower oil"
Goan style Caril De Camarao Recipe (Prawn Curry Recipe),"salt,coriander powder,red chilli powder,onion,lemon,tamarind paste,coconut milk,turmeric powder,prawns,sunflower oil"
Tamil Nadu Style Masala Dal Vada Recipe,"salt,ginger,green chilli,corianderleaves,fennel seeds,asafoetida,curry leaves,white urad dal,garlic,onion,sunflower oil brush,mint leaves,chana dal"
Sticky Cranberry Gingerbread Recipe,"baking powder,salt,ginger,milk,jaggery,cranberries,brown sugar,eggs,black pepper powder,flour,butter,cinnamon powder"
Paruppu Thogayal Recipe -Tour & Bengal Gram Chutney,"salt,arhar dal,coconut,asafoetida,gram dal,jaggery,black peppercorns,dry red chillies,onion,tamarind paste,sunflower oil"
Mushroom Do Pyaza Recipe,"tomato,salt,cumin powder,ginger,green chilli,coriander powder,red chilli powder,cloves garlic,onion,button mushrooms,turmeric powder,garam masala powder,sunflower oil"
Buttermilk Cinnamon Rolls Recipe,"salt,icing sugar,water,dry yeast,wheat flour,caster sugar,brown sugar,buttermilk,flour,,butter,cinnamon powder"
Pumpkin Spice Curry Recipe - Andhra Style Pumpkin Curry,"salt,sambar powder,mustard seeds,bottle gourdcubes,dry red chilli,curry leaves,white urad dal,sesame seeds,sunflower oil"
Dark Chocolate Cream Jars Recipe,"salt,eggs,instant coffee powder,vanilla,dark chocolate,caster sugar"
Spicy and Creamy Achari Mushroom Open Toast Recipe,"wheat brown bread,spring onion greens,ginger,achari mayo,cloves garlic,nutralite garlic oregano,onion,button mushrooms"
Mango Greek Yogurt Cheesecake with Muesli Crumble Recipe,"dry ginger powder,wheat flour,hung curd,mango,muesli,butter"
Mumbai Style Tawa Pulao Recipe With Moong Sprouts,"tomato,pav bhaji masala,salt,ginger,coriander,brown rice,potato,green moong sprouts,green peas,cloves garlic,chaat masala powder,virgin olive oil,onion,lemon wedged,green bell pepper,sev bhujia"
Healthy Creamy Chicken Soup With Vegetables Recipe,"salt,green beans,bay leaves,cloves garlic,water,carrot,stalks celery,green peas,onion,cinnamon stick,lemon,parsley leaves,black pepper powder,rolled oats instant oats,chicken breasts bless,sweet potato,sunflower oil"
Gujarati Valsadi Vada Recipe - Multigran Masala Vada,"green chillies,salt,arhar dal,ginger,rice,asafoetida,curd,white urad dal,wheat berries wheat,jowar seeds grains,turmeric powder,chana dal,sunflower oil"
Maharashtrian Tindora Sabzi With Peanuts Recipe,"salt,green chilli,corianderleaves,mustard seeds,cloves garlic,tindorasphericy,peanuts,lemon,turmeric powder,sunflower oil"
Goan Soya Mince Potato Chop Recipe,"salt,wheat bran,ginger,corn flour,green chilli,sunflower oil tikkis,soymin,corianderleaves,green peas,red chilli powder,onion,garlic,coriander powder,potato,turmeric powder,garam masala powder"
Chickpea Salad Recipe With Raw Mango,"tomato,salt,green chilli,corianderleaves,chaat masala powder,red chilli powder,kabuli chana,mango,onion,lemon,mint leaves,sunflower oil"
Kerala Style Beetroot Pachadi Recipe,"salt,ginger,coconut,mustard seeds,dry red chilli,curd,curry leaves,cumin seeds,beetroot,turmeric powder,sunflower oil"
Bitter gourd spice vegetable recipe,"tomato,salt,ginger,amchur,karelaseeds,red chilli powder,cloves garlic,jaggery sugar,onion,coriander powder,turmeric powder,garam masala powder,sunflower oil"
Foxtail Millet Podi Dosa Recipe,"foxtail millet,idli rice,white urad dal,methi seeds,idli dosa podi"
Bhaja Pithe Recipe,"salt,yellow moong dal,wheat flour,cumin powderroast ground,coconut,cardamompodsseeds,nolen gur,rice flour,jaggery heated till molten condensed milk,sesame seeds,sweet potatoes,sunflower oil"
Saag Tofu Recipe (Tofu Simmered in Spiced Mustard & Spinach Leaves),"tomato,salt,ginger,makki ka atta,asafoetida,ghee,spinach leaves,water,dry red chillies,garlic,mustard greens,cumin seeds,tofu,turmeric powder,green chillies,garam masala powder,sunflower oil"
Vietnamese Lemongrass Shrimp Skewers Recipe,"fish sauce,red bell pepper,red chillies,salt,rice flour,lemongrass stalks,cloves garlic,soy sauce,nutralite garlic oregano,corianderleaves,shrimps"
Classic Indian Sliced Salad Recipe,"tomato,salt,black pepper corns,carrot,onion,lemon,cucumber"
Goan Kaju Curry Recipe (Spicy Goan Cashew Nut Curry),"cashew nuts,tomato,salt,corianderleaves,coconut,black peppercorns,tamarind marble,byadagi dried chillies,corianderseeds,onion,garlic,cumin seeds,green bell pepper,turmeric powder,cloves,sunflower oil"
Summer Squash Pasta Recipe,"yellow squash,salt coarse,penne pasta,green peas,parsley leaves,lemon,black pepper powder,parmesan cheese,butter"
Mexican Beans Salad Recipe,"salt,purple cabbage,corianderleaves,black pepper powder,virgin olive oil,iceberg lettuce,kabuli chana,sugar,tomato ketchup,onion,vinegar,garlic,rajma,sweet corn,green bell pepper,lemon,cumin seeds,black eyed beans"
Chettinad Paruppu Urundai Kuzhambu (Steamed Lentil Balls Cooked in a Tangy Curry) Recipe,"tomato,asafoetida,sesameoil,cloves garlic,curry leaves,white urad dal,onion,cumin seeds,turmeric powder,chana dal,salt,arhar dal,dry red chillies,tamarind water,coconut,mustard seeds,dry red chilli,fennel seeds,curry leaves,corianderleaves,coriander powder"
Spinach And Corn Pasta Salad In Jar Recipe,"yellow bell pepper,tomato,red bell pepper,salt,spinach,mixed herbsdry,penne pasta,mozzarella cheese,cloves garlic,virgin olive oil,dry red chilli,italian,basil leaves,pumpkin seeds,vinegar,black olives,sweet corn,green bell pepper"
Kaacha Gola Recipe (Bengali Sweet Cottage Cheese Balls),"saffron strands,milk,sugar,lemon,cardamom powder,chenna"
Assamese Style Walking Catfish In Curry Leaf Gravy Recipe,"salt,mustard oil,walking catfish tho,cloves garlic,water,curry leaves,black pepper powder,turmeric powder,green chillies"
Khumb Kakuri Potli Kebab Recipe With Sandwich Spread,"cashew nuts,cheese,salt,black peppercorns,del monte sandwich,button mushrooms,roomali roti"
Bajra Khincha recipe,"salt,yellow moong dal,water,bajra,turmeric powder,mixed vegetables (green peas"
Potato Latkes Recipe,"salt,eggs,cloves garlic,black peppercorns ground,virgin olive oil,onion,potato"
Chettinad Vegetable Biryani Recipe,"tomato,black peppercorns,carrot,cloves garlic,st flower,salt,cardamompodsseeds,mint leaves,star anise,green beans,rice,red chilli powder,cashew nuts,ginger,bay leaf,fennel seeds,ghee,potato,green peas,pearl onion,cinnamon stick,coriander powder,cloves"
Asian Style Rice Noodle Salad Recipe With Vegetables Recipe,"green beans,ginger,rice noodles,green peas,cloves garlic,sesameoil,spring onion,soy sauce,thai basil leaves,broccoli,lemon,red chilli sauce"
Banarasi Chuda Pea / Chuda Pea Recipe,"salt,ginger,green chilli,corianderleaves,poha,ghee,milk,green peasshelled,cumin seeds,lemon,black pepper powder,garam masala powder"
Kashmiri Saag Recipe - Kashmiri Style Spinach / Palak,"black cardamom,salt,mustard oil,kashmiri dry red chilli,asafoetida,cloves garlic,fennel powder,cumin seeds,spinach leaves"
Kolhapuri Palak Egg Curry Recipe,"tomato,salt,green chillies,ginger,eggs,bay leaf,coconut,spinach,cloves garlic,dry red chillies,poppy seeds,cumin seeds,onion,badam,turmeric powder,cloves,garam masala powder,sunflower oil"
Keema Bhindi Masala Recipe - Okra & Minced Meat Curry,"tomato,salt,coriander,ginger,mustard oil,red chilli powder,cloves garlic,onion,chicken,kasuri methi,bhindi,coriander powder,turmeric powder,green chillies,garam masala powder"
Mushroom Empanadas Recipe,"salt,white pepper powder,water,carrot,cloves garlic,basil leaves,soy sauce,milk brushing,onion,parsley leaves,green bell pepper,button mushrooms,flour,butter,sunflower oil"
Uttarkhand Style Mixed Bhaddu Dal Recipe,"tomato,salt,cardamompodsseeds,bay leaf,black peppercorns,ginger garlic paste,white urad dal,corianderseeds,cinnamon stick,cumin seeds,rajma,cloves,sunflower oil"
Cape Gooseberry Salad Recipe,"salt,herbs like basil,virgin olive oil,iceberg lettuce,cape gooseberries husk,figs,onion,lemon,lemon,black pepper powder,cucumber"
Crisp Baked Tandoori Mayo Cheddar Chicken Recipe,"salt,boneless chicken,green chillies,corianderleaves,virgin olive oil,del monte tandoori mayo,eggs,cheddar cheese,black pepper powder,corn flakes"
Amarod Curry Recipe (Parsi Steel Dry Guava Curry Recipe),"salt,asafoetida,mustard seeds,jaggery,red chilli powder,coriander powder,turmeric powder,guava ripe,sunflower oil"
Ratalu Pakora Recipe - Purple Yam Pakora/Fritters,"salt,asafoetida,red chilli powder,water,purple yam,gram flour,baking soda,turmeric powder,sunflower oil"
Shahi Tindora Recipe - Tindora In Cashew Nut Gravy,"cashew nuts,tomato,green chillies,ginger,ghee,cardamompodsseeds,ajwain,red chilli powder,onion,garlic,cinnamon stick,cloves,tindoralength,turmeric powder,kasuri methi,garam masala powder,sunflower oil"
Cinnamon Sugar Focaccia Bread Recipe,"salt,cinnamon sugar mix sugar cinnamon powder let rest some time before,raisins rum orange juice,virgin olive oil,water,dry yeast,sugar,cranberries dried,flour"
Spinach And Corn Au Gratin Recipe With Cheesy Dip,"salt,corn flour,milk,red chilli flakes,virgin olive oil,del monte cheesy dip,cheddar cheese,sweet corn,spinach leaves,dried oregano"
Egg Rolls With Moringa Leaves Recipe-Eggs with Drumstick Leaves,"salt,drumstick leaves,flour,butter oil,cheddar cheese,black pepper powder,eggs,green chillies"
Brown Rice Flakes Pudding / Desi Poha Kheer Recipe,"milk,water,brown rice flakes,cardamom powder,condensed milk"
Cardamom Macaroons Recipe,"confectirs sugar,double,eggs aged days,food color drops,sugar superfine,almond meal,vanilla,cardamom powder,chocolate bar semi sweet,butter"
Chilli Cheese Mushroom Momo Recipe,"cheese,salt,water knead,ginger,cloves garlic,spring onion,onion,black pepper powder,button mushrooms,flour,green chillies"
Goan Style Bimblanche Sasav Recipe,"salt,sunflower oil,mustard seeds,coconut,water,grams jaggery,green chillies,bimbla"
Chettinad Eral Thokku Recipe - Prawn Masala,"tomato,salt,corianderleaves,prawns deveined,red chilli powder,ginger garlic paste,curry leaves,lemon,black pepper powder,coriander powder,turmeric powder,green chillies,sunflower oil"
Kadai Chole Recipe- Dry Chickpeas Masala with Capsicum,"tomato,black cardamom,cumin powder,ginger,kashmiri red chilli powder,green chilli,amchur,bay leaf,ghee,salt,ajwain,cloves garlic,kabuli chana,onion,cinnamon stick,green bell pepper,coriander powder,cloves,garam masala powder"
Minced Meat & Corn Stuffed Bell Peppers Recipe,"yellow bell pepper,salt,corianderleaves,black pepper powder,cloves garlic ground paste,mozzarella cheese,virgin olive oil,jalapenos,onion,chicken,sweet corn"
Greek Style Vegan Moussaka Recipe,"tomato,salt,cumin powder,cinnamon powder,brinjal,cloves garlic,virgin olive oil,sugar,onion,lemon,black pepper powder,potato,masoor dal,kala chana,dried oregano"
Delicious Italian Chicken Cacciatore Recipe with Mushrooms & Olives - (Poultry & Vegetable Hunter's Stew),"tomato,rosemary,basil leaves,cloves garlic,del monte black olives,virgin olive oil,parsley leaves,onion,dry white wine,button mushrooms,chicken breasts"
Vegetable Manchow Soup Recipe,"salt,green beans,ginger,corn flour,spring onion greens,rice noodles,sesameoil,water,carrot,spring onion,dark soy sauce,white vinegar,garlic,black pepper powder,cabbage"
Himachali Style Pahari Aloo Palda Recipe - Potatoes In Yogurt Gravy,"black cardamom,salt,mustard oil,asafoetida,rice,red chilli powder,curd,onion,cumin seeds,cinnamon stick,cardamom powder,coriander powder,potato,turmeric powder,cloves,garam masala powder"
Chocolate Marble Cake Recipe Using Preethi Electric Pressure Cooker,"baking powder,milk,flour,vanilla,caster sugar,cocoa powder,eggs,butter"
Nungu Payasam Recipe - Ice Apple/ Tender Palm Fruit Payasam,"palm fruit,condensed milk,milk,badam,cardamom powder,cashews,rose"
Mangalorean Style Cheenikayi Kadubu Recipe (Pumpkin sweet idli Recipe),"salt,parangikai pumpkin,rice,coconut,water,cardamom powder"
Aval Upma Recipe - South Indian Style Poha,"salt,ginger,mustard seeds,poha,asafoetida,black urad dal,curry leaves,corianderleaves,onion,cumin seeds,lemon,peanuts,turmeric powder,green chillies,sunflower oil"
Shahjahani Khichdi Recipe - Spiked Green Moong Dal Khichdi,"cashew nuts,salt,rice,coconut,cardamompodsseeds,ghee,onion,cinnamon stick,cumin seeds,green moong dal,cloves"
Aloo Bhindi Recipe Flavored With Mustard And Poppy Seeds,"salt,mustard oil,mustard seeds,red chilli powder,poppy seeds,bhindi,potato,turmeric powder"
Iranian Tea Recipe,"assam tea leaves,black cardamom,cardamompodsseeds,milk,black peppercorns,water,sugar,cinnamon stick,cloves,star anise"
Drumstick Leaves Ragi Roti Recipe - Moringa Millet Flat Bread,"salt,wheat flour,ginger,ghee rotis,drumstick leaves,ragi flour,black pepper powder,green chillies"
Hariyali Matar Recipe,"salt,ginger,asafoetida,paneer,green peas,cloves garlic,cumin seeds,lemon,corianderleaves tighly packed,green chillies,sunflower oil"
Rasawala Dhokla Recipe,"salt,ginger,mustard seeds,asafoetida,jaggery,red chilli powder,gram flour,curd,corianderleaves,lemon,cumin seeds,tamarind paste,turmeric powder,enos fruit salt,green chillies,sunflower oil"
Oats Methi Muthia Recipe-Healthy Diabetic Friendly Muthia,"salt,ginger,jowar flour,mustard seeds,asafoetida,methi leaves,gram flour,curd,curry leaves,sesame seeds,sooji,turmeric powder,green chillies,instant oats,sunflower oil"
Keerai Vadai Recipe Made With Figaro Pure Olive Oil,"salt,cloves garlic choped,ginger,chana dal,spinach,figaro pure olive oil,onion,cumin seeds,green chillies"
Chicken Chops Recipe,"salt,coriander powder,corianderleaves,red chilli powder,ginger garlic paste,onion,chicken,lemon,wheat bread crumbs,mint leaves,eggs,turmeric powder,green chillies,sunflower oil"
Caramelized Banana French Toast Recipe,"wheat brown bread,salt,bananas,milk,sugar,vanilla,eggs,butter,cinnamon powder"
Spicy Hot Chocolate Recipe - Perfect Drink For A Rainy Day or Winters,"almondsa,milk,vanilla,dark chocolate,black pepper powder,cayenne pepper,cherries,cinnamon powder"
Aam Peda Recipe - Delicious Mango Peda Recipe,"corn flour,mango pulp,ghee,cardamom powder,almonds,condensed milk,milk powder"
Tamil Nadu Style Milagu Thattai Recipe (Peppered Dal-Rice Fritters),"curry leaves pat dried,salt,chana dal,urad dal flour,asafoetida,black peppercorns,rice flour sieved,sesame seeds,butter,sunflower oil"
Vanilla Panna Cotta Recipe with Cocoa & Mint,"milk,vanilla,caster sugar,cocoa powder,gelatin"
Doi Shorshe Chingri - Prawn Mustard Curry Recipe,"salt,kashmiri red chilli powder,green chilli,mustard oil,water,curd,yellow mustard seeds,poppy seeds,turmeric powder,green chillies,prawns"
Paneer and Green Peas Paratha Recipe,"salt,wheat flour,ginger,green chilli,amchur,paneer,red chilli powder,water,green peasground paste,coriander powder,turmeric powder,sunflower oil"
Radish and Wadi vegetable recipe,"salt,mustard oil,mustard seeds,red chilli powder,corianderleaves,onion,badipunjabi masala,cumin seeds,turmeric powder,mooli mullangi"
Moong Dal Dosa Recipe,"salt,ginger,rice,water,ghee making,green moong dal,sunflower oil"
Bengali Style Chicken Rezala Recipe - Chicken Korma Recipe,"salt,mustard oil,sesame seedsground paste,bay leaf,cardamompodsseeds,saffron strands,cashew nuts ground paste,curd,sugar,dry red chillies,onion,cinnamon stick,black pepper powder,chicken drumstick thighs,cloves,garam masala powder"
Afghani Dhoog Recipe - Cucumber Mint Buttermilk/ Chaas,"salt,cumin powder,ice cubes,curd,cucumber,mint leaves"
Bhoplya Cha Bharit Recipe – Maharashtrian Pumpkin Sabzi,"salt,parangikai pumpkin,asafoetida,mustard seeds,red chilli powder,curry leaves,cumin seeds,turmeric powder,garam masala powder,sunflower oil"
Mixed Vegetable Pulao Recipe,"green chillies,brown rice,salt,green beans,ghee,cardamompodsseeds,bay leaf,cloves garlic,carrot,cinnamon stick,mint leaves,cloves,cauliflowerflorets"
Bow Tie Pasta With Baby Spinach Recipe,"tomato,mustard flowersa,cloves garlic,baby spinach,italian,basil leaves,virgin olive oil,del monte farfe pasta,onion,parsley leaves,black pepper powder,butter,chenna"
Cheesy Stuffed Schezwan Pav Recipe,"salt,stalks spring onion,schezwan sauce,mozzarella cheese,cloves garlic,carrot,onion,veeba sweet chilli sauce,sweet corn,green bell pepper,pav buns,green chillies,butter,cabbage,sunflower oil"
Mushroom Baby Corn Kaalimirri Recipe - Pepper Cashew Gravy,"salt,ginger,cardamompodsseeds,ghee,black pepper corns forr,milk,black peppercorns,cloves garlic,cinnamon stick,cumin seeds,poppy seeds,onion,cashews,button mushrooms,cloves,sunflower oil"
Fluffy & Crispy Cheese Herbed Biscuits Recipe,"baking powder,salt,corn flour,butter cold unsalted,dried basil leaves,milk,mozzarella cheese,virgin olive oil,sugar,parsley leaves,cheddar cheese,flour"
Bhopli Mirchi Chi Peeth Perun Bhaji Recipe,"salt,cumin powder,amchur,mustard seeds,asafoetida,red chilli powder,gram flour,curry leaves,dry red chilli,onion,cumin seeds,green bell pepper,coriander powder,turmeric powder,green chillies,garam masala powder,sunflower oil"
No Onion No Garlic Cabbage Kofta Curry Recipe,"salt,cumin powder,ginger,garam masala powder,green chilli,corianderleaves,bay leaf,cardamompodsseeds,red chilli powder,gram flour,tomato large tomato,curd,corianderleaves,coriander powder,turmeric powder,cabbage,sunflower oil"
Karuveppilai Kuzhambu Recipe (Tangy & Spicy Curry Leaves Curry),"salt,tamarind water,coconut,mustard seeds,pearl onion,jaggery,sesameoil,curry leaves,curry leaves,white urad dal,dry red chillies,corianderseeds,methi seeds,turmeric powder"
No Bake Marie Biscuit Energy Bites Recipe,"vanilla,sesame seedsdry,peanut butter,marie biscuit,coconut oil"
Goan Style Mushroom Vindaloo Recipe,"salt,ginger,cardamompodsseeds,cloves garlic,black peppercorns,dry red chillies,onion,corianderseeds,cumin seeds,button mushrooms,turmeric powder,cloves,sunflower oil"
Eggless Coffee Caramel Cake With Walnuts Recipe,"baking powder,instant coffee powder,caramel sauce,baking soda,vivatta maida,sugar,curd,walnuts,sunflower oil"
Saunf Wale Aloo Baingan Recipe - Fennel Spiced Potato And Eggplant,"salt,corianderleaves,brinjal,fennel seeds,red chilli powder,ginger garlic paste,corianderseeds,onion,cumin seeds,potato,turmeric powder,sunflower oil"
Oatmeal Cherry Cookies Recipe,"baking powder,salt,canned cherries,curd,vanilla,caster sugar,flour,butter,instant oats"
Oatmeal Banana Mini Muffins Recipe,"baking powder,salt,bananas fully ripe,milk,baking soda,sunflower oil unflavoured,sugar,vanilla,eggs,flour,butter,instant oats,cinnamon powder"
Chocolate Lover's Cheesecake Recipe,"heavy whipping cream,chocolate wafers bournvita biscuits,bourbon biscuits,dark chocolate chips,caster sugar,cocoa powder,cherries dried,dark chocolate unsweetened dark chocolate valrhona couverture %),icing sugar,butter"
Potato Vegetable Recipe - Lu Tomato Key Vegetable,"tomato,salt,ginger,kalonji,bay leaf,red chilli powder,onion,cinnamon stick,coriander powder,turmeric powder,potatocubes,garam masala powder,sunflower oil"
Red Wine Sauce Over Baked Sole Fish Recipe,"salt,cloves garlic,lb fish fillet,water,onion,tme leaves,black pepper powder,flour,butter,red wine"
Lemongrass Flavored Tofu Fried Rice Recipe,"basmati rice,salt,ginger,red bell pepper,green chilli,spring onion greens,black pepper powder,cloves garlic,soy sauce,green chilli sauce,onion,stalks lemon grass,coconut milk,turmeric powder,sunflower oil"
Bhel Puri With Raw Mango Recipe,"tomato,salt,yellow moong dal,puffed rice,sweet chutney,mango,corianderleaves,onion,lahsun ki chutney,peanuts,green chutney"
Broccoli Pakora Masala Recipe - Broccoli In Spicy Yogurt Gravy,"salt,mustard seeds,asafoetida,red chilli powder,water,baking soda,gram flour,curd,onion,broccoli,lemon,cumin seeds,coriander powder,rice flour,turmeric powder,garam masala powder,sunflower oil"
Long Brinjal Poriyal Masala Recipe - Green Baingan Sabzi,"tomato,salt,red chilli powder,curry leaves,corianderseeds,green brinjal,turmeric powder,sambar powder,sunflower oil"
Menthi Vankaya Recipe - Andhra Style Fenugreek Spiced Baingan,"salt,brinjal,water,curry leaves,white urad dal,corianderseeds,sesame seeds,cumin seeds,methi seeds,tamarind paste,dry red chillies,peanuts,chana dal,sunflower oil"
Baale Dindu Kadale Palya - Banana Stem Curry With Chickpeas Recipe,"salt,corianderleaves,coconut,red chilli powder,cloves garlic,curry leaves,corianderseeds,onion,cumin seeds,green chilli green chilli,lemon,banana stem,kala chana,sunflower oil"
Gujarati Lasaniya Batata Recipe - Garlic Potato Curry,"salt,corianderleaves,red chilli powder,cloves garlic,gram flour,curd,cumin seeds,baby potatoes,coriander powder,turmeric powder,garam masala powder,sunflower oil"
Healthy Lauki Kofta Curry Recipe | Non Fried Bottle Gourd Coffee Curry | Dhoodi Kofta,"tomato chuncks,cloves garlic,st flower,onion,corianderpowder,turmeric powder,sunflower oil,salt,brown cardamom,garam masala powder,red chilli powder,ginger,bay leaf,ghee,gram flour,corianderleaves,cinnamon stick,bottle gourd,coriander powder,green chilli split"
Corn and Peas Curry Recipe - Corn And Peas Curry Recipe,"tomato,salt,rye,ginger,turmeric powder,bud garlic,kashmiri red chilli powder,coconut,green peas,water,curry leaves,dry red chillies,onion,oil,corn cob,coriander seeds,cumin seeds,garam masala powder"
Tomato Basil Chicken Curry Recipe,"tomato,salt,cumin powder,rosemary,paprika powder,cloves garlic,carrot,basil leaves,virgin olive oil,sugar,onion,thyme leaves,chicken breasts"
Kerala Style Eggplant Curry Recipe - Kerala Style Eggplant Curry,"turmeric powder,tomato,fennel cumin,mustard,curry leaves,fenugreek seeds grind,onion,coriander powder,coriander finely,coconut milk,coconut oil,green chillies,brinjals"
Grilled Chicken Wings Recipe,"sweet spicy red chilli sauce,tomato,salt,rosemary,chicken wings,red chilli flakes,cloves garlic,lemon,sunflower oil"
Veechu Parotta Or Ceylon Parotta Recipe,"salt,wheat flour,curd,flour,sunflower oil"
Mawa Gujiya With Badam and Pista Recipe,"khoya,milk eggs the pastry,milk soak saffron,sooji,flour"
Chettinad Rasam Powder Recipe,"arhar dal,sesameoil,black peppercorns,dry red chillies,corianderseeds,cumin seeds,methi seeds"
Paneer Stuffed Bhindi In Ajwain Tomato Gravy Recipe,"tomato,salt,ginger,green chilli,paneer,chaat masala powder,ajwain,red chilli powder,onion,garlic,bhindi,coriander powder,turmeric powder,kasuri methi,garam masala powder,sunflower oil"
Asian Style Stuffed Omelette Recipe,"salt,red bell pepper,ginger,green bell peppers,spring onion greens,cloves garlic,soy sauce,baby corn,green chilli sauce,chilli vinegar,pepper,eggs"
Aluchi Bhaji Recipe - Maharashtrian Style Colocasia Leaves Curry,"green chillies,salt,amchur,mustard seeds,asafoetida,jaggery,dry coconut,cumin seeds,peanuts,colocasia leavesleaves a tender stems,turmeric powder,chana dal,sunflower oil"
Amritsari Fish Fry Recipe,"salt,ajwainpound,amchur,red chilli powder,ginger garlic paste,gram flour,nutralite classic,lemon,seer fish,turmeric powder,kasuri methi,garam masala powder"
Chickpea Sundal Recipe,"coriander,salt,ginger,mustard seeds,asafoetida,coconut,green chillies,kala chana,sunflower oil"
Thai Coconut Curry Soup Recipe,"cashew nuts,salt,vegetable stock,ginger,kaffir lime leaves,bay leaves,wheat noodles rice noodles,raisins,cloves garlic,stalk lemon grass,sugar,corianderleaves,poppy seeds,cumin seeds,onion,green chillies,coconut milk,coconut oil,sesame seeds"
Inji Thogayal Recipe - Spicy & Delicious Ginger Chutney,"salt,ginger,green chilli,mustard seeds,asafoetida,jaggery,sesameoil,cloves garlic,white urad dal,dry red chillies,methi seeds,tamarind lemon"
Diwali Cornflakes Mixture Recipe - A Savory Evening Tea Snack,"cashew nuts,salt,kashmiri red chilli powder,asafoetida,poha,raisins,curry leaves,badam,peanuts,caster sugar,corn flakes,boondi,sunflower oil"
Kaju Pakoda Recipe (Cashew Nut Fritters),"salt,fennel seeds,red chilli powder,ginger garlic paste,gram flour,mint leaves,rice flour,cashew nuts,sunflower oil"
South Indian Grilled Fish With Spicy Fusion Sauce Recipe,"fish,salt,black salt,green chilli,coconut,red mustard seeds paste,mustard seeds,coconut oil sunflower oil,dry red chilli,curd,curry leaves,tamarind paste,ginger paste,chana dal,sunflower oil"
Methi Moong Dal Palak Recipe,"tomato,salt,yellow moong dal,sunflower oil,asafoetida,red chilli powder,onion,cumin seeds,coriander powder,turmeric powder,methi leavesbunch"
Sindhi Style Chicken Curry Recipe Using Preethi Electric Pressure Cooker,"tomato,black cardamom,green chillies,ginger,salt,cardamompodsseeds,bay leaf,corianderleaves,cinnamon stick,red chilli powder,cloves garlic,curd,onion,chicken,corianderpowder,coriander powder,turmeric powder,cloves,garam masala powder,sunflower oil"
Indian Style Jeera Biscuit Recipe,"baking powder,salt,water,cumin seeds,flour,butter"
Pudina Moong Dal Recipe (Mint Moong Dal),"salt,yellow moong dal,asafoetida,ghee,red chilli powder,water,cumin seeds,mint leaves,turmeric powder"
Shrimp Spinach Cheese Swirl Recipe,"salt,eggs,spinach,sriracha sauce,spring onion,tomato ketchup,garlic powder,cheddar cheese,cayenne pepper,coriander powder,shrimps,puff pastry sheet,sunflower oil"
Matar Poha Recipe (Flattened Rice Stir Fry with Green Peas),"lemon,salt,mustard seeds,poha,asafoetida,corianderleaves,green peas,curry leaves,onion,cumin seeds,turmeric powder,green chillies"
Udupi Style Thondekayi And Badnekayi Sambar Recipe - Ivy Gourd & Brinjal Sambar,"salt,arhar dal,tamarind water,mustard seeds,brinjal,jaggery,carrot,curry leaves,white urad dal,dry red chillies,udupi sambar powder,turmeric powder,tindoraroundeles,sunflower oil"
Kumaon Style Thechwani Recipe-Mooli Aloo Sabzi,"tomato,salt,cumin powder,ginger,green chilli,cardamompodsseeds,red chilli powder,mooli mullangiskin,onion,dry red chillies,cumin seeds,methi seeds,potatoskin pound,garlic,coriander powder,turmeric powder"
Chicken Ranch Wraps Recipe,"cheese,tortillas,chicken breasts tho,lettuce leaves,ranch sauce,salt,red chilli flakes,onion,black pepper powder,cucumber,cherry tomato,dried oregano"
Arbi Ka Achaar Recipe (Instant Colocasia pickle),"salt,kalonji,mustard oil,mustard powder,methi powder,asafoetida,ajwain,red chilli powder,colocasia root,cumin seeds,methi seeds,vinegar,turmeric powder"
